Author,Item Barcode,Catalog Title,Item Legacy Total Charges,Item Created Date,Black,Asian,Latinx,Indigenous,White,Pacific Islander/Native Hawaiian,Refugee/Immigrant,Gender Roles,LGBTQ+,Family Structure,Adoption/Foster,Homeless,Socio-Economic,Ability Diverse,Neurodiversity,Mental Illness,Health Concerns,Culture/Religion,Judaism,Islam/Muslim,Hinduism,Own Voices
"YA-WEIN, ELIZABETH",54944848,Rose under fire /,42,9/18/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEIN, ELIZABETH",57005761,"Black dove, white raven /",21,4/1/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEIN, ELIZABETH",57968562,The pearl thief /,16,5/25/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEIN, ELIZABETH",71737365,The Enigma game /,0,11/14/2020,,,x,,x,,,,,,,,,,,,,,,,,
"YA-WELLS, REBECCA KIM",70284096,Shatter the sky /,3,7/26/2019,,x,,,,,,,x,,,,,,,,,,,,,x
"YA-WELLS, ROBISON",57680910,Blackout /,22,2/5/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-WELLS, ROBISON #2",55978720,Dead zone /,34,10/1/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEN, ABIGAIL HING",70442124,"Loveboat, Taipei /",1,2/12/2020,,x,,,,,,,,,,,,,,,,,,,,x
"YA-WERLIN, NANCY",58887712,And then there were four /,26,6/7/2017,x,x,x,,x,,,,,,,,,,,,,,,,,
"YA-WERLIN, NANCY #1",48150254,Impossible /,90,7/24/2008,,,,,x,,,,,,,,,,,,,,,,,
"YA-WERLIN, NANCY #2",50883792,Extraordinary /,44,10/27/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-WERLIN, NANCY #3",53970927,Unthinkable /,15,9/30/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEST, CARLY ANNE",55905566,The bargaining /,32,3/11/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEST, JACQUELINE",70268214,Last things /,2,5/31/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEST, KASIE",55988505,On the fence /,43,8/27/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEST, KASIE",56984024,The fill-in boyfriend /,43,5/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WEST, KASIE",60634854,P.S. I like you /,16,11/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",49628225,Extras /,89,10/30/2009,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",49618747,Pretties /,138,1/8/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",53109039,The manual of aeronautics : an illustrated guide to the Leviathan series /,19,10/24/2012,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",55956114,Afterworlds /,53,10/1/2014,,,,,x,,,,x,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",57719015,Specials /,35,11/16/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",57685687,Peeps /,20,1/27/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",70212477,Zeroes /,17,8/8/2018,x,,x,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",70197611,Impostors /,16,10/19/2018,,,,,x,,,,x,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT",70278577,Shatter city /,8,9/24/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT #1",57721144,Uglies /,45,11/12/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT #1",57685851,Leviathan /,36,1/27/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT #2",54829429,Behemoth /,41,6/4/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT #2",57937955,Swarm /,24,9/27/2016,x,,x,,x,,,,,,,,,,,,,,,,,
"YA-WESTERFELD, SCOTT #3",57680357,Goliath /,17,1/27/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-WESTON, CAROL",58987926,Speed of life /,13,4/5/2017,,,x,,x,,,,,,,,,,,,,,,,,
"YA-WHALEY, JOHN COREY",54820659,Noggin /,67,4/3/2014,,,,,x,,,,,,,,,,,,x,,,,,
"YA-WHALEY, JOHN COREY",57693855,Highly illogical behavior /,19,5/19/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-WHEATLE, ALEX",70472493,Cane Warriors,0,10/26/2020,x,,,,,,,,,,,,,,,,,,,,,x
"YA-WHEELER, THOMAS",70275557,Cursed /,10,10/4/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-WHITE, KIERSTEN",71704670,The Guinevere deception /,3,3/31/2020,x,,,,x,,,,,,,,,x,,,,,,,,
"YA-WHITE, KIERSTEN #1",67163220,And I darken /,1,2/14/2020,,,,,x,,,x,,,,,,,,,,,,,,
"YA-WHITE, KIERSTEN #2",65013328,Now I rise /,16,6/29/2017,,,,,x,,,x,,,,,,,,,,,,,,
"YA-WHITE, KIERSTEN #3",70190442,Bright we burn /,14,7/9/2018,,,,,x,,,x,,,,,,,,,,,,,,
"YA-WIBBERLEY, EMILY",60620069,If I'm being honest /,12,5/22/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-WIEMER, LIZA",70481635,The assignment /,2,9/23/2020,,,,,x,,,,,,,,,,,,,x,,,,
"YA-WIESEL, ELIE",57612558,Dawn /,9,6/9/2016,,,,,x,,,,,,,,,,,,,x,x,,,x
"YA-WILKINSON, LILI",57675670,Pink /,9,2/5/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-WILLIAMS, ISMÉE",70442165,This train is being held /,2,2/13/2020,,,x,,,,,,,,,,,,,,,x,,,,
"YA-WILLIAMS, SEAN",70283882,Impossible music /,6,7/30/2019,,,,,x,,,,,,,,,x,,,,,,,,
"YA-WILLIAMS, YODASSA",70439237,The goddess twins /,0,7/13/2020,x,,,,,,,,,,,,,,,,,,,,,x
"YA-WILLIAMSON, LISA",57600819,The art of being normal /,39,7/1/2016,,,,,x,,,x,x,,,,,,,,,,,,,
"YA-WILLIAMSON, LISA",70140876,All about Mia /,10,11/29/2017,x,,,,x,,,,,,,,,,,,,,,,,
"YA-WILSON, KIP",70242193,White Rose /,20,4/2/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-WILSON, MARTIN",65018079,We now return to regular life /,12,8/9/2017,,,,,x,,,,x,,,,,,,,,,,,,
"YA-WINFREY, KERRY",70190459,Things Jolie needs to do before she bites it /,5,7/9/2018,,,,,x,,,,,,,,,,,,x,,,,,
"YA-WINTERS, CAT",55974430,The cure for dreaming /,22,10/9/2014,,,,,x,,,x,,,,,,,,,,,,,,
"YA-WINTERS, CAT",57658353,The steep & thorny way /,18,3/11/2016,x,,,,x,,,,,,,,,,,,,,,,,
"YA-WINTERS, CAT",60624335,Odd & true /,7,9/26/2017,,,,,x,,,,,,,,,x,,,x,,,,,
"YA-WINTERS, CAT",70271580,The raven's tale /,9,5/23/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-WISEMAN, ELLEN MARIE",54082318,The plum tree /,69,2/20/2013,,,,,x,,,,,,,,,,,,,x,x,,,
"YA-WIVIOTT, MEG",56897176,Paper hearts /,17,10/2/2015,,,,,x,,,,,,,,,,,,,x,x,,,
"YA-WOLF, ALLAN",58983529,Who killed Christopher Goodman? : based on a true crime /,14,3/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-WOLF, ALLAN",70212808,The watch that ends the night : voices from the Titanic /,3,8/8/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-WOLF, ALLAN",67210849,The snow fell three graves deep : voices from the Donner party /,0,10/9/2020,,,,,x,,x,,,,,,,,,,,,,,,
"YA-WOLF, JENNIFER SHAW",57685695,Dead girls don't lie /,24,2/6/2016,,,x,,,,,,,,,,,,,,,,,,,
"YA-WOLITZER, MEG",55979488,Belzhar /,27,9/26/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-WOLKENSTEIN, M. EVAN",71715643,Turtle boy /,1,5/6/2020,,,,,x,,,,,,,,,x,,,x,x,x,,,
"YA-WOOD, FIONA",55955413,Wildlife /,19,9/16/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-WOODFOLK, ASHLEY",70150537,The beauty that remains /,16,3/1/2018,x,x,x,,,,,,x,,,,,,,,,,,,,x
"YA-WOODFOLK, ASHLEY",71705529,When you were everything /,4,3/16/2020,x,x,,,,,,,,,,,,,,,,,,,,x
"YA-WOODSON, JACQUELINE",47494554,After Tupac and D Foster /,49,1/25/2008,x,,,,,,,,,,,,,,,,,,,,,x
"YA-WOODSON, JACQUELINE",65935231,If you come softly /,9,1/2/2019,x,,,,,,,,,,,,,,,,,,,,,x
"YA-WOOLSTON, BLYTHE",57739021,MARTians /,13,10/15/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WREDE, PATRICIA C. #1",49064702,Thirteenth child /,54,6/25/2009,,,,,x,,,,,,,,,,,,,,,,,
"YA-WREDE, PATRICIA C. #2",51765139,Across the Great Barrier /,50,8/3/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-WREDE, PATRICIA C. #3",53174900,The far West /,25,1/7/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-WRIGHT, BIL",52337656,Putting makeup on the fat boy /,12,3/5/2012,,,x,,,,,x,x,,,,,,,,,,,,,x
"YA-WRIGHT, DAVID",58984089,Away running /,4,2/27/2017,x,,,,,,,,,,,,x,,,,,,,,,x
"YA-WUNDER, WENDY",52376639,The probability of miracles /,37,1/3/2012,,,,,,x,,,,,,,,,,,,,,,,
"YA-WUNG-SUNG, JESPER",58984246,The last execution /,9,2/27/2017,,,,,x,,,,,,,x,,,,,,,,,,
"YA-WYK, C. V #1",70008412,Blood and sand /,3,2/2/2018,,,,,x,,,x,,,,,,,,,,,,,,
"YA-WYNNE-JONES, TIM",50821669,Blink & caution /,32,3/8/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-WYNNE-JONES, TIM",57739013,The emperor of any place /,14,10/15/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-WYNNE-JONES, TIM",70191432,The ruinous sweep /,5,6/29/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-XAVIER, TOM #1",60603115,Neffatira's First Challenge,0,10/8/2020,x,,,,,,,,,,,,,,,,,,,,,
"YA-YANCEY, RICK",50899103,The monstrumologist : William James Henry /,48,10/14/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-YANCEY, RICK",55955934,The infinite sea /,67,9/19/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-YANCEY, RICK #1",70213012,The 5th wave /,19,8/8/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-YANCEY, RICK #2",65074460,The curse of the Wendigo /,0,2/12/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-YANCEY, RICK #3",57606006,The last star /,31,6/22/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-YANG, KELLY",71712731,Parachutes /,4,6/15/2020,,x,,,,,x,x,,,,,,,,,,x,,,,x
"YA-YEE, F. C.",65039000,The epic crush of Genie Lo /,8,8/28/2017,,x,,,,,,,,,,,,,,,,x,,,,x
"YA-YEE, F. C.",71704779,The iron will of Genie Lo /,1,3/31/2020,,x,,,,,,,,,,,,,,,,x,,,,x
"YA-YEE, LISA",56989924,"The kidney hypothetical ; or, how to ruin your life in seven days /",15,4/17/2015,,,,,x,,,,,,,,,,,,,,,,,
